id,codigo_120,name
5505,42712000-0,Máquinas para fiação de matérias têxteis
5506,42713000-7,Teares
5507,42714000-4,Máquinas de tricotar
5508,42715000-1,Máquinas de costura
5509,42716000-8,"Máquinas de lavar roupa, de limpar a seco e de secar"
5510,42716100-9,Instalação de lavagem
5511,42716110-2,Equipamento de lavagem
5512,42716120-5,Máquinas de lavar
5513,42716130-8,Máquinas de limpar a seco
5514,42716200-0,Máquinas de secar
5515,42717000-5,Equipamento para engomar e dobrar roupa
5516,42717100-6,Equipamento para dobrar roupa
5517,42718000-2,Máquinas para acabamento de têxteis
5518,42718100-3,Máquinas de engomar
5519,42718200-4,Prensas de engomar
5520,42720000-9,Peças para máquinas para as indústrias têxtil e do vestuário
5521,42800000-4,Máquinas de fabricar papel e cartão
5522,42810000-7,Peças para máquinas de fabricar papel e cartão
5523,42900000-5,Maquinaria diversa genérica ou de finalidade específica
5524,42910000-8,"Aparelhos de destilação, de filtragem ou de rectificação"
5525,42912000-2,Máquinas e aparelhos para filtrar ou depurar líquidos
5526,42912100-3,Máquinas e aparelhos para filtrar líquidos
5527,42912110-6,Aparelhos para filtrar lamas de perfuração
5528,42912120-9,Hidrociclones
5529,42912130-2,Aparelhos para filtrar ou depurar bebidas
5530,42912300-5,Máquinas e aparelhos para filtrar ou depurar água
5531,42912310-8,Aparelhos para filtrar água
5532,42912320-1,Aparelhos para extrair ar
5533,42912330-4,Aparelhos para depurar água
5534,42912340-7,Aparelhos para dessalinação
5535,42912350-0,Equipamento para estações de filtragem
5536,42913000-9,"Filtros para óleo, gasolina e entrada de ar"
5537,42913300-2,Filtros para óleo
5538,42913400-3,Filtros para gasolina
5539,42913500-4,Filtros para entrada de ar
5540,42914000-6,Equipamento para reciclagem
5541,42920000-1,"Máquinas para limpar garrafas, máquinas para empacotar, pesar e pulverizar"
5542,42921000-8,"Máquinas para limpar, encher, empacotar ou embalar garrafas ou outros recipientes"
5543,42921100-9,Máquinas para limpar ou secar garrafas ou outros recipientes
5544,42921200-0,"Máquinas para encher ou fechar garrafas, latas ou outros recipientes"
5545,42921300-1,Máquinas para empacotar ou embalar
5546,42921310-4,Máquinas para cintar
5547,42921320-7,Máquinas para empacotar
5548,42921330-0,Máquinas para embalar
5549,42923000-2,Aparelhos e básculas para pesar
5550,42923100-3,Aparelhos para pesar
5551,42923110-6,Balanças
5552,42923200-4,Básculas
5553,42923210-7,Balanças comerciais
5554,42923220-0,Básculas para pesagem contínua de mercadorias
5555,42923230-3,Balanças de controlo
5556,42924200-1,Máquinas de jacto de vapor ou de areia
5557,42924300-2,Equipamento de pulverização
5558,42924310-5,Pistolas pulverizadoras e aerográficas
5559,42924700-6,"Aparelhos mecânicos de projecção, dispersão ou pulverização"
5560,42924710-9,Aparelhos para dispersão de gás
5561,42924720-2,Equipamento de descontaminação
5562,42924730-5,Aparelhos de limpeza por água pressurizada
5563,42924740-8,Aparelhos de limpeza a alta pressão
5564,42924790-3,Aparelhos desodorizantes
5565,42930000-4,"Centrifugadores, calandras ou distribuidores automáticos"
5566,42931000-1,Centrifugadores
5567,42931100-2,Centrifugadoras de laboratório e acessórios
5568,42931110-5,Centrifugadoras de chão
5569,42931120-8,Centrifugadoras de mesa
5570,42931130-1,Redutores para centrifugadoras
5571,42931140-4,Equipamento rotativo para centrifugadoras
5572,42932000-8,Calandras
5573,42932100-9,Máquinas laminadoras
5574,42933000-5,Distribuidores automáticos
5575,42933100-6,Distribuidores automáticos de artigos higiénicos
5576,42933200-7,Distribuidores automáticos de selos
5577,42933300-8,Distribuidores automáticos de produtos
5578,42940000-7,Máquinas para tratamento térmico de materiais
5579,42941000-4,Máquinas para tratamento térmico de gases
5580,42942000-1,Fornos e acessórios
5581,42942200-3,Fornos de vácuo
5582,42943000-8,Banhos termostáticos e acessórios
5583,42943100-9,Serpentinas de refrigeração
5584,42943200-0,Banhos ultrassónicos
5585,42943210-3,Termostatos de imersão
5586,42943300-1,Refrigeradores por imersão
5587,42943400-2,Circuladores de refrigeração e de refrigeração/aquecimento
5588,42943500-3,Refrigeradores por recirculação
5589,42943600-4,Circuladores de alta temperatura
5590,42943700-5,Circuladores de aquecimento
5591,42943710-8,Tampas para banhos
5592,42950000-0,Peças para máquinas de uso geral
5593,42952000-4,Peças para centrifugadores
5594,42953000-1,Peças para calandras
5595,42954000-8,Peças para máquinas laminadoras
5596,42955000-5,Peças para máquinas de filtrar
5597,42956000-2,Peças para máquinas de depurar
5598,42957000-9,Peças para máquinas pulverizadoras
5599,42958000-6,Pesos para máquinas de pesar
5600,42959000-3,Máquinas de lavar louça industriais
5601,42960000-3,"Sistema de controlo e comando, equipamento gráfico e de impressão, equipamento de burótica e equipamento para tratamento da informação"
5602,42961000-0,Sistema de controlo e comando
5603,42961100-1,Sistema de controlo de acessos
5604,42961200-2,Sistema Scada ou equivalente
5605,42961300-3,Sistema de localização de veículos
5606,42961400-4,Sistema de expedição
5607,42962000-7,Equipamento gráfico e de impressão
5608,42962100-8,Sistema de impressão em películas
5609,42962200-9,Prensa para tipografia
5610,42962300-0,Postos de trabalho para elaboração de gráficos
5611,42962400-1,Hectógrafos
5612,42962500-2,Máquinas para gravura
5613,42963000-4,Prensa para cunhagem de moedas
5614,42964000-1,Equipamento de burótica
5615,42965000-8,Equipamento para tratamento da informação
5616,42965100-9,Sistema de gestão de depósitos
5617,42965110-2,Sistema de depósito
5618,42967000-2,Controlador
5619,42967100-3,Unidade de controlo remoto digital
5620,42968000-9,Distribuidores
5621,42968100-0,Distribuidores de bebidas
5622,42968200-1,Distribuidores de artigos de higiene
5623,42968300-2,Sistema de distribuição de rolos de papel higiénico
5624,42970000-6,"Peças para máquinas de lavar louça e para máquinas de limpar, encher, empacotar ou embalar"
5625,42971000-3,Peças para máquinas de lavar louça
5626,42972000-0,Peças para máquinas de limpar
5627,42973000-7,Peças para máquinas de encher
5628,42974000-4,Peças para máquinas de empacotar
5629,42975000-1,Peças para máquinas de embalar
5630,42980000-9,Geradores de gases
5631,42981000-6,Geradores de ozono
5632,42990000-2,Máquinas diversas para usos específicos
5633,42991000-9,"Máquinas de fabricar papel, máquinas para impressão e encadernação e respectivas peças"
5634,42991100-0,Máquinas para encadernação
5635,42991110-3,Máquinas de brochar
5636,42991200-1,Máquinas para impressão
5637,42991210-4,Máquinas para impressão offset
5638,42991220-7,Máquinas de composição
5639,42991230-0,Impressoras de bilhetes
5640,42991300-2,Sistema de fotocomposição
5641,42991400-3,"Secadores para madeira, pasta de papel, papel ou cartão"
5642,42991500-4,Peças para máquinas para impressão ou encadernação
5643,42992000-6,Artigos eléctricos para usos específicos
5644,42992100-7,Gaiola de Faraday
5645,42992200-8,Câmara anecoica
5646,42992300-9,Material absorvente electromagnético
5647,42993000-3,Máquinas para a indústria química
5648,42993100-4,Cloradores
5649,42993200-5,Aparelho de doseamento
5650,42994000-0,Máquinas para trabalhar borracha ou plástico
5651,42994100-1,Máquinas para fabricação de janelas e caixilhos de plástico
5652,42994200-2,Maquinaria para trabalhar plásticos
5653,42994220-8,Acessórios de laminação
5654,42994230-1,Laminadores
5655,42995000-7,Máquinas de limpeza diversas
5656,42995100-8,Túnel de lavagem
5657,42995200-9,Máquinas de limpeza de praias
5658,42996000-4,Máquinas para tratamento de águas residuais
5659,42996100-5,Trituradores
5660,42996110-8,Trituradores para tratamento de águas residuais
5661,42996200-6,Compressoras de águas residuais
5662,42996300-7,Raspadeiras
5663,42996400-8,Unidades misturadoras
5664,42996500-9,Grelhas de esgotos
5665,42996600-0,Equipamento de oxigenação
5666,42996700-1,Precipitadores
5667,42996800-2,Leitos de sedimentação
5668,42996900-3,Equipamento para o tratamento de lamas
5669,42997000-1,Equipamento para condutas de longa distância
5670,42997100-2,Máquinas para inspecção interna de condutas de longa distância
5671,42997200-3,Máquinas para limpeza interna de condutas de longa distância
5672,42997300-4,Robôs industriais
5673,42998000-8,Sistema de levantamento de paletas
5674,42998100-9,Sistema de recolha de paletas
5675,42999000-5,Aspiradores e enceradeiras industriais
5676,42999100-6,Aspiradores industriais
5677,42999200-7,Enceradeiras industriais
5678,42999300-8,Peças para aspiradores industriais
5679,42999400-9,Peças para enceradeiras industriais
5680,43000000-3,"Maquinaria para extracção mineira e pedreiras, equipamento de construção"
5681,43100000-4,Equipamento para mineração
5682,43120000-0,"Cortadores de carvão ou de rochas, máquinas para perfurar túneis e máquinas para brocar ou sondar"
5683,43121000-7,Máquinas para perfurar poços
5684,43121100-8,Ferramentas para exploração de cabeças de poço
5685,43121200-9,Aparelhos de ligação para tubagem ascendente
5686,43121300-0,Equipamento para acabamento de poços
5687,43121400-1,Equipamento de intervenção para poços
5688,43121500-2,Equipamento para ensaio de poços
5689,43121600-3,Aparelhagem para prevenção de erupções (BOP — blowout prevention)
5690,43122000-4,Cortadores de carvão ou de rocha
5691,43123000-1,Máquinas para perfurar túneis
5692,43124000-8,Máquinas de brocar
5693,43124100-9,Toupeiras
5694,43124900-7,Equipamento para perfurar rochas
5695,43125000-5,Máquinas de sondar
5696,43130000-3,Equipamento de perfuração
5697,43131000-0,Plataformas de produção offshore
5698,43131100-1,Equipamento offshore
5699,43131200-2,Unidade de perfuração offshore
5700,43132000-7,Equipamento para prospecção petrolífera
5701,43132100-8,Máquinas de perfurar
5702,43132200-9,Plataforma de perfuração
5703,43132300-0,Brocas
5704,43132400-1,Equipamento para oleodutos
5705,43132500-2,Dispositivos de suspensão para oleodutos
5706,43133000-4,Equipamento para plataforma petrolífera
5707,43133100-5,Patins
5708,43133200-6,Módulos sobre patins
5709,43134000-1,Máquinas para terrenos petrolíferos
5710,43134100-2,Bombas submersíveis
5711,43135000-8,Equipamento submarino
5712,43135100-9,Sistemas de controlo submarino
5713,43136000-5,Equipamento para fundo de poços
5714,43140000-6,Sustentação hidráulica móvel para minas
5715,43200000-5,Máquinas para terraplanagem e escavação e respectivas peças
5716,43210000-8,Máquinas para terraplanagem
5717,43211000-5,Bulldozers
5718,43212000-2,Angledozers
5719,43220000-1,Niveladoras e reguladoras
5720,43221000-8,Niveladoras automotrizes
5721,43230000-4,Máquinas raspadoras
5722,43240000-7,Atacadeiras mecânicas
5723,43250000-0,"Pás carregadoras, de carregamento frontal"
5724,43251000-7,Pás carregadoras com retroescavadora
5725,43252000-4,Pás carregadoras sem retroescavadora
5726,43260000-3,"Pás, escavadoras e pás carregadoras mecânicas, e máquinas para minas"
5727,43261000-0,Pás mecânicas
5728,43261100-1,Pás carregadoras mecânicas
5729,43262000-7,Máquinas escavadoras
5730,43262100-8,Escavadoras mecânicas
5731,43300000-6,Maquinaria e equipamento de construção
5732,43310000-9,Máquinas para engenharia civil
5733,43311000-6,Bate-estacas
5734,43312000-3,Máquinas para pavimentar estradas
5735,43312100-4,Niveladoras
5736,43312200-5,Máquinas espalhadoras de gravilha
5737,43312300-6,Máquinas para pavimentar
5738,43312400-7,Cilindros para pavimentar estradas
5739,43312500-8,Cilindros mecânicos
5740,43313000-0,Limpa-neves de lâmina e de turbina
5741,43313100-1,Limpa-neves de lâmina
5742,43313200-2,Limpa-neves de turbina
5743,43314000-7,Arranca-estacas
5744,43315000-4,Máquinas de compactar
5745,43316000-1,Máquinas para colocação de cabos
5746,43320000-2,Equipamento para construção
5747,43321000-9,Equipamento para suspensão de pontes
5748,43322000-6,Equipamento para desmontagem
5749,43323000-3,Equipamento para irrigação
5750,43324000-0,Equipamento para drenagem
5751,43324100-1,Equipamento para piscinas
5752,43325000-7,Equipamento para parques e áreas de recreação
5753,43325100-8,Equipamento para manutenção de terrenos
5754,43327000-1,Equipamento pré-fabricado
5755,43328000-8,Instalações hidráulicas
5756,43328100-9,Equipamento hidráulico
5757,43329000-5,Conjuntos de equipamento
5758,43400000-7,Máquinas para transformação de minérios e máquinas de moldes para fundição
5759,43410000-0,Máquinas para transformação de minérios
5760,43411000-7,Máquinas de selecção e de calibragem
5761,43412000-4,Máquinas para mistura de gravilha com betume
5762,43413000-1,Misturadoras de betão ou de argamassa
5763,43413100-2,Misturadoras de cimento
5764,43414000-8,Máquinas trituradoras
5765,43414100-9,Moinhos para pulverização de carvão
5766,43415000-5,Moldes de ferro fundido
5767,43420000-3,Máquinas de moldes para fundição
5768,43500000-8,Veículos de lagartas
5769,43600000-9,Peças para máquinas para as indústrias extractivas e da construção
5770,43610000-2,Peças para máquinas de brocar
5771,43611000-9,Peças para máquinas de perfurar poços
5772,43611100-0,Tomadas eléctricas em paralelo
5773,43611200-1,Brocas industriais
5774,43611300-2,Cavilhas de perfuração
5775,43611400-3,Perfuradores de ferro
5776,43611500-4,Mesas giratórias
5777,43611600-5,Equipamento de suspensão ao nível da superfície do lodo
5778,43611700-6,Equipamento de amarração de tubagem
5779,43612000-6,Partes de máquinas de extracção para poços
5780,43612100-7,Acessórios de suspensão para revestimento de poços
5781,43612200-8,Equipamento de suspensão de revestimento
5782,43612300-9,Tensores de tubagem ascendente de produção
5783,43612400-0,Cabeças de poço
5784,43612500-1,Equipamento para amarração de tubagem ascendente de produção
5785,43612600-2,Sistema de controlo de cabeças de poço
5786,43612700-3,Equipamento de cabeças de poço
5787,43612800-4,Sistemas de elevação para torres de perfuração
5788,43613000-3,Peças para máquinas cortadoras de carvão ou de rocha
5789,43613100-4,Peças para máquinas cortadoras de carvão
5790,43613200-5,Peças para máquinas cortadoras de rocha
5791,43614000-0,Peças para máquinas de perfurar túneis
5792,43620000-5,Peças para máquinas para transformação de minerais
5793,43630000-8,Peças para máquinas de sondar
5794,43640000-1,Peças para escavadoras
5795,43700000-0,Máquinas para metalurgia e respectivas peças
5796,43710000-3,Máquinas laminadoras de metais
5797,43711000-0,Peças para máquinas laminadoras de metais
5798,43720000-6,Máquinas de fundir
5799,43721000-3,Peças para máquinas de fundir
5800,43800000-1,Equipamento para oficina
5801,43810000-4,Equipamento para trabalhar madeira
5802,43811000-1,Máquinas de polir
5803,43812000-8,Equipamento para serragem
5804,43820000-7,Equipamento para fabricação de calçado
5805,43830000-0,Ferramentas eléctricas
5806,43840000-3,Equipamento para ferreiro
5807,44000000-0,Estruturas e materiais de construção; produtos auxiliares de construção (excepto aparelhos eléctricos)
5808,44100000-1,Materiais de construção e artigos afins
5809,44110000-4,Materiais de construção
5810,44111000-1,Materiais para edifícios
